Product Name,Category,Sub-Category,Total_Sales,Trend_Slope,Avg_Monthly_Sales,Trend_Label,Category_Rank
Wilson Jones Active Use Binders,Office Supplies,Binders,74.256,-8.299199999999995,18.564,Declining,281
GBC Recycled VeloBinder Covers,Office Supplies,Binders,328.872,-28.797600000000006,82.218,Declining,315
Prismacolor Color Pencil Set,Office Supplies,Art,269.824,12.697600000000001,67.456,Growing,58
Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Fasteners,52.14,-3.95,17.38,Declining,244
KI Conference Tables,Furniture,Tables,843.5909999999999,-49.62299999999996,281.19699999999995,Declining,111
Avery File Folder Labels,Office Supplies,Labels,28.223999999999997,1.5552,7.055999999999999,Growing,143
AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,53.123999999999995,1.397999999999999,17.708,Growing,50
Xerox 1978,Office Supplies,Paper,72.828,3.1212000000000004,18.207,Growing,118
Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,2205.892,-381.78899999999993,735.2973333333333,Declining,133
Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,17.514,3.4749999999999996,4.3785,Growing,111
Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,54.71999999999999,-12.159999999999998,18.24,Declining,297
"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage,707.76,-58.97999999999997,235.92,Declining,341
Xerox 1894,Office Supplies,Paper,127.00800000000001,12.959999999999999,42.336000000000006,Growing,56
Letter Size Cart,Office Supplies,Storage,2114.328,-102.85919999999994,528.582,Declining,348
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,210.676,-30.581999999999987,70.22533333333332,Declining,83
Xerox 201,Office Supplies,Paper,97.19999999999999,-5.054399999999999,24.299999999999997,Declining,259
Staples in misc. colors,Office Supplies,Art,182.576,10.391771428571428,30.429333333333332,Growing,64
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,20.88,3.9149999999999983,6.96,Growing,107
Xerox 1883,Office Supplies,Paper,400.976,-36.93199999999999,133.65866666666668,Declining,327
Avery 486,Office Supplies,Labels,95.03,-2.193,23.7575,Declining,217
"Adams Phone Message Book, 200 Message Capacity, 8 1/16â x 11â",Office Supplies,Paper,199.52,-4.914285714285715,33.25333333333334,Declining,257
Canon PC-428 Personal Copier,Technology,Copiers,2559.872,-159.99199999999996,853.2906666666667,Declining,102
Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,1301.12,-5.02429586778808e-15,433.70666666666665,Declining,181
Global Chrome Stack Chair,Furniture,Chairs,623.896,-14.397599999999999,124.77919999999999,Declining,95
Xerox 222,Office Supplies,Paper,72.576,-5.7024,18.144,Declining,265
Hon 2090 âPillow Softâ Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,2472.624,-112.39200000000001,824.208,Declining,121
GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,58.403999999999996,2.0096000000000003,11.6808,Growing,131
3M Organizer Strips,Office Supplies,Binders,61.56,1.6199999999999999,12.312000000000001,Growing,142
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,527.85,-69.34499999999998,131.9625,Declining,115
Tuf-Vin Binders,Office Supplies,Binders,341.064,-91.58199999999997,113.688,Declining,346
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,1056.276,42.82199999999997,352.09200000000004,Growing,32
LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,79.96,9.994999999999997,26.653333333333332,Growing,40
Avery 503,Office Supplies,Labels,124.19999999999999,5.174999999999995,41.4,Growing,89
Bevis Rectangular Conference Tables,Furniture,Tables,861.2819999999999,-7.298999999999992,287.094,Declining,86
Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,238.95,-71.68499999999997,79.64999999999999,Declining,92
"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,1302.504,-46.517999999999994,434.16799999999995,Declining,333
Xerox 1962,Office Supplies,Paper,79.608,1.7975999999999999,19.902,Growing,135
HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,Paper,92.48,-2.889999999999999,30.826666666666668,Declining,235
Hewlett Packard 310 Color Digital Copier,Technology,Copiers,3719.876,-137.9954,743.9752000000001,Declining,99
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,173.952,19.02599999999999,57.984,Growing,41
Avery 520,Office Supplies,Labels,44.1,-1.2599999999999998,11.025,Declining,206
4009 Highlighters by Sanford,Office Supplies,Art,57.312,-5.173999999999999,19.104,Declining,262
Xerox 1930,Office Supplies,Paper,73.872,-0.6479999999999979,24.624,Declining,191
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,169.56,7.535999999999997,56.52,Growing,75
Avery 473,Office Supplies,Labels,113.85000000000001,3.104999999999999,28.462500000000002,Growing,120
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,98.72399999999999,9.3528,24.680999999999997,Growing,41
Eldon 500 Class Desk Accessories,Furniture,Furnishings,101.388,-4.828000000000002,33.796,Declining,78
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,163.918,27.985999999999986,54.63933333333333,Growing,29
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,941.8500000000001,-35.58100000000001,235.46250000000003,Declining,323
Acme Softgrip Scissors,Office Supplies,Supplies,125.35600000000001,-0.8140000000000001,41.785333333333334,Declining,193
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,553.38,36.891999999999975,184.46,Growing,35
"Global Stack Chair without Arms, Black",Furniture,Chairs,524.796,33.773999999999994,174.93200000000002,Growing,38
Super Decoflex Portable Personal File,Office Supplies,Storage,140.812,7.49,46.937333333333335,Growing,76
"Global Leather Task Chair, Black",Furniture,Chairs,935.8960000000001,-7.199200000000001,233.97400000000002,Declining,84
LogitechÂ MX Performance Wireless Mouse,Technology,Accessories,749.932,-17.551600000000004,149.9864,Declining,74
Heavy-Duty E-Z-D Binders,Office Supplies,Binders,128.738,-3.273000000000003,42.91266666666667,Declining,239
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,101.88,-10.187999999999999,33.96,Declining,289
GBC VeloBind Cover Sets,Office Supplies,Binders,169.84,25.012799999999995,42.46,Growing,28
Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,1937.4880000000003,-110.7136,484.37200000000007,Declining,351
"Elite 5"" Scissors",Office Supplies,Supplies,86.19,10.984999999999998,28.73,Growing,62
Crate-A-Files,Office Supplies,Storage,74.12,-22.88999999999999,24.706666666666667,Declining,311
"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,923.472,272.84399999999994,307.824,Growing,6
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,85.13999999999999,5.16,28.38,Growing,90
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,76.16,-7.615999999999995,25.386666666666667,Declining,87
Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,1087.604,-210.86199999999997,362.5346666666667,Declining,128
Global Adaptabilities Conference Tables,Furniture,Tables,3203.172,-84.29400000000007,1067.724,Declining,117
Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,43.379999999999995,-8.193999999999997,14.459999999999999,Declining,88
Newell 332,Office Supplies,Art,43.512,5.879999999999996,14.504,Growing,86
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,139.356,-21.566999999999986,46.452,Declining,78
Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,23.820999999999998,3.14018491736755e-16,7.940333333333332,Growing,175
Logitech G602 Wireless Gaming Mouse,Technology,Accessories,863.892,-15.997999999999998,215.973,Declining,73
Anker Astro 15000mAh USB Portable Charger,Technology,Phones,599.88,-41.99159999999999,149.97,Declining,86
Avaya 4621SW VoIP phone,Technology,Phones,532.4399999999999,0.0,177.48,Declining,54
OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,287.904,-5.02429586778808e-15,95.968,Declining,56
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,28.478,-4.418999999999999,9.492666666666667,Declining,252
Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,270.56,27.664,67.64,Growing,25
Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,8.64,1.7279999999999993,2.8800000000000003,Growing,140
GBC Instant Report Kit,Office Supplies,Binders,46.583999999999996,-4.917199999999999,11.645999999999999,Declining,258
Xerox 1915,Office Supplies,Paper,461.34,73.39499999999998,153.78,Growing,11
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,409.9,-2.51214793389404e-15,136.63333333333333,Declining,180
"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,803.933,-17.998499999999993,267.97766666666666,Declining,96
"Fellowes Mobile File Cart, Black",Office Supplies,Storage,1231.164,70.88519999999998,307.791,Growing,12
Premier Automatic Letter Opener,Office Supplies,Supplies,1394.1459999999997,-264.40699999999987,464.71533333333326,Declining,361
Hon 61000 Series Interactive Training Tables,Furniture,Tables,217.707,-2.221499999999999,72.569,Declining,73
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,1156.644,-227.4299999999999,385.548,Declining,359
Recycled Easel Ring Binders,Office Supplies,Binders,62.664,13.427999999999997,20.888,Growing,53
"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,100.316,-12.943999999999994,33.43866666666667,Declining,93
"Global Task Chair, Black",Furniture,Chairs,274.80600000000004,25.44499999999999,91.60200000000002,Growing,42
14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper,326.672,9.608,108.89066666666668,Growing,66
GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,222.976,12.979199999999997,55.744,Growing,55
Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,310.504,4.195999999999999,103.50133333333333,Growing,103
Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,854.1600000000001,-37.0136,213.54000000000002,Declining,109
Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,1257.9260000000002,-118.993,419.30866666666674,Declining,354
Grandstream GXP1160 VoIP phone,Technology,Phones,538.322,87.19299999999997,179.44066666666666,Growing,12
Xerox 191,Office Supplies,Paper,427.572,-1.1987999999999983,85.5144,Declining,205
Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,212.872,2.0768,53.218,Growing,129
Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,107.904,-6.743999999999996,35.967999999999996,Declining,273
Xerox 1939,Office Supplies,Paper,360.42999999999995,1.8969999999999974,90.10749999999999,Growing,134
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,11.811,-0.5714999999999995,3.937,Declining,187
Avery 511,Office Supplies,Labels,19.712,2.463999999999999,6.570666666666667,Growing,127
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,680.524,-104.69599999999998,226.84133333333332,Declining,349
GBC VeloBinder Manual Binding System,Office Supplies,Binders,345.504,-17.2752,86.376,Declining,303
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,59.28,2.4699999999999993,19.76,Growing,60
#10 Self-Seal White Envelopes,Office Supplies,Envelopes,42.141999999999996,6.653999999999998,14.047333333333333,Growing,82
Xerox 1923,Office Supplies,Paper,37.408,-6.679999999999995,12.469333333333333,Declining,272
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings,890.232,148.37199999999996,296.74399999999997,Growing,15
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,1571.136,80.16000000000001,523.712,Growing,24
Bush Somerset Collection Bookcase,Furniture,Bookcases,1132.9769999999999,26.195999999999966,377.65899999999993,Growing,41
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,79.44999999999999,-3.4049999999999985,26.48333333333333,Declining,241
Motorola HK250 Universal Bluetooth Headset,Technology,Phones,478.192,-15.6332,119.548,Declining,72
Mediabridge Sport Armband iPhone 5s,Technology,Phones,117.882,-2.51214793389404e-15,39.294000000000004,Declining,55
Xerox 1996,Office Supplies,Paper,98.49600000000001,-4.0176,19.6992,Declining,247
LogitechÂ P710e Mobile Speakerphone,Technology,Accessories,5458.788,-576.7776,1364.697,Declining,106
Magnifier Swing Arm Lamp,Furniture,Furnishings,167.84,-1.25607396694702e-15,55.946666666666665,Declining,70
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,384.15199999999993,21.68599999999999,128.05066666666667,Growing,35
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,107.604,-23.057999999999993,35.868,Declining,312
Dax Clear Box Frame,Furniture,Furnishings,68.09400000000001,7.507799999999999,17.023500000000002,Growing,54
Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,11.52,0.1800000000000003,3.84,Growing,170
Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,99.712,4.6739999999999995,33.23733333333333,Growing,96
Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,58.67399999999999,18.160999999999994,19.557999999999996,Growing,42
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,95.904,35.963999999999984,31.968,Growing,26
Strathmore Photo Mount Cards,Office Supplies,Paper,94.92,-2.712000000000001,31.64,Declining,231
Memorex Micro Travel Drive 16 GB,Technology,Accessories,332.592,-44.77199999999998,110.86399999999999,Declining,87
DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,137.63199999999998,12.143999999999991,45.877333333333326,Growing,49
MaxellÂ LTO Ultrium - 800 GB,Technology,Accessories,246.31199999999998,-22.391999999999996,82.104,Declining,79
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,274.77,-30.529999999999987,91.58999999999999,Declining,316
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,409.88699999999994,43.60499999999998,136.629,Growing,31
